the,28
in,19
is,14
of,12
to,11
and,11
that,11
climate,9
texas,8
as,8
change,8
science,8
state,7
schools,7
for,7
at,6
are,6
education,5
energy,5
it,5
she,5
public,5
some,5
standards,4
scientists,4
teachers,4
have,3
be,3
high,3
board,3
taught,3
hardy,3
views,3
such,3
us,3
teaching,3
by,3
states,3
its,3
textbooks,3
branch,3
paragraph,3
weather,2
may,2
will,2
meeting,2
how,2
who,2
sector,2
pre,2
there,2
many,2
panic,2
need,2
most,2
work,2
another,2
says,2
quinn,2
non,2
profit,2
group,2
reflect,2
across,2
policymakers,2
demands,2
on,2
study,2
last,2
country,2
grade,2
influence,2
widely,2
level,2
limited,2
local,2
even,2
if,2
does,2
not,2
well,2
subjects,2
more,2
scientific,2
materials,2
mentioned,2
shows,2
cooled,1
since,1
recent,1
extreme,1
heat,1
but,1
temperature,1
austin,1
this,1
month,1
officials,1
debate,1
pat,1
sympathises,1
with,1
resisting,1
proposed,1
changes,1
teen,1
pupils,1
working,1
against,1
all,1
global,1
those,1
pushing,1
claims,1
an,1
we,1
recognise,1
you,1
remember,1
where,1
your,1
bread,1
buttered,1
experts,1
sharply,1
dispute,1
members,1
like,1
her,1
casually,1
dismiss,1
career,1
scholars,1
just,1
misguided,1
opinion,1
dan,1
senior,1
communications,1
strategist,1
freedom,1
network,1
monitors,1
debates,1
fierce,1
discussions,1
researchers,1
students,1
step,1
up,1
greater,1
focus,1
about,1
facts,1
year,1
national,1
center,1
looking,1
address,1
classes,1
gave,1
barely,1
half,1
or,1
higher,1
among,1
worst,1
performers,1
were,1
populous,1
including,1
which,1
was,1
given,1
lowest,1
has,1
disproportionate,1
because,1
sold,1
elsewhere,1
glenn,1
centre,1
deputy,1
director,1
cautions,1
setting,1
only,1
one,1
benchmark,1
decentralises,1
decisions,1
school,1
boards,1
considered,1
performer,1
mean,1
he,1
issue,1
while,1
integrated,1
into,1
ages,1
earth,1
space,1
sciences,1
represented,1
curricula,1
younger,1
children,1
biology,1
chemistry,1
also,1
less,1
prominent,1
social,1
studies,1
courses,1
points,1
out,1
growing,1
number,1
official,1
guidelines,1
consensus,1
unofficial,1
educational,1
convey,1
biased,1
perspectives,1
being,1
distributed,1
they,1
include,1
sponsored,1
industry,1
associations,1
forecast,1
policy,1
shift,1
stress,1
consequences,1
indicate,1
atmosphere,1
draw,1
attention,1
shortages,1
what,1
think,1
exaggerates,1
existing,1
denies,1
value,1
no,1
concern,1
teens,1
expresses,1
self,1
contradictory,1
insufficient,1
little,1
drive,1
reluctant,1
rewrite,1
environmental,1
lacks,1
supervision,1
according,1
__,1
call,1
regular,1
revision,1
require,1
urgent,1
application,1
cater,1
needs,1
implied,1
agrees,1
major,1
reflects,1
personal,1
biases,1
misrepresent,1
can,1
swayed,1
external,1
forces,1
