the,36
of,21
to,17
in,11
scientific,10
for,10
publishing,8
has,8
is,7
been,6
and,6
its,6
on,6
which,5
their,5
free,5
publishers,5
access,5
that,5
costs,5
it,4
more,4
from,4
money,3
scientists,3
research,3
so,3
they,3
status,3
papers,3
an,3
than,3
year,3
universities,3
researchers,3
both,3
article,3
have,3
open,3
by,3
some,3
make,3
licence,2
print,2
need,2
publish,2
peer,2
review,2
because,2
acquisition,2
content,2
market,2
university,2
libraries,2
not,2
very,2
report,2
profit,2
at,2
industry,2
existential,2
crisis,2
elsevier,2
claims,2
made,2
profits,2
last,2
while,2
now,2
paywalled,2
published,2
success,2
sci,2
hub,2
be,2
all,2
funding,2
ways,2
successful,2
terms,2
publication,2
or,2
can,2
out,2
these,2
model,2
labour,2
are,2
few,2
paragraphs,2
long,1
journals,1
will,1
supply,1
articles,1
without,1
monetary,1
reward,1
other,1
perform,1
specialised,1
work,1
also,1
central,1
element,1
production,1
knowledge,1
with,1
secured,1
publisher,1
needs,1
only,1
find,1
journal,1
until,1
this,1
century,1
were,1
price,1
sensitive,1
routinely,1
margins,1
approaching,1
operations,1
time,1
when,1
rest,1
dutch,1
giant,1
produced,1
world,1
900m,1
uk,1
alone,1
spent,1
210m,1
enable,1
own,1
publicly,1
funded,1
figures,1
seem,1
rise,1
unstoppably,1
despite,1
increasingly,1
desperate,1
efforts,1
change,1
them,1
most,1
drastic,1
thoroughly,1
illegal,1
reaction,1
emergence,1
scihub,1
kind,1
global,1
photocopier,1
set,1
up,1
offer,1
every,1
since,1
relies,1
passing,1
copies,1
themselves,1
legally,1
accessed,1
shows,1
legal,1
ecosystem,1
lost,1
legitimacy,1
among,1
users,1
must,1
transformed,1
works,1
participants,1
britain,1
move,1
towards,1
driven,1
bodies,1
half,1
british,1
under,1
either,1
freely,1
available,1
moment,1
before,1
being,1
placed,1
general,1
release,1
yet,1
new,1
system,1
worked,1
any,1
cheaper,1
responded,1
demand,1
product,1
readers,1
charging,1
writers,1
fees,1
cover,1
preparing,1
range,1
around,1
pointed,1
subscriptions,1
preparation,1
had,1
steadily,1
rising,1
rate,1
above,1
inflation,1
resembles,1
economy,1
social,1
internet,1
provided,1
exchange,1
hope,1
huge,1
big,1
firms,1
who,1
run,1
places,1
cases,1
we,1
rebalancing,1
power,1
seen,1
as,1
partly,1
enjoyed,1
steady,1
increase,1
marketing,1
strategy,1
payment,1
reduced,1
nothing,1
according,1
like,1
thrived,1
mainly,1
gone,1
through,1
revived,1
financed,1
generously,1
how,1
does,1
author,1
feel,1
about,1
relieved,1
puzzled,1
concerned,1
encouraged,1
learned,1
allow,1
room,1
render,1
much,1
easier,1
reduce,1
cost,1
substantially,1
financial,1
burdens,1
following,1
characterises,1
trial,1
subscription,1
offered,1
triumphs,1
over,1
well,1
controlled,1
feed,1
many,1
